author,comment,likeCount,publishedAt,label
@putry3471,Yang suka blg iPhone kurang inovasi tu iri aja. Mereka mau blg android lebih inovasi. Tp mereka pke hp bukan android yang flangsip tp yang low and mid range. Android or iPhone sama aja ada harga ada rupa ğŸ˜‚ğŸ˜‚ğŸ˜‚ jgn kebanyakan iri yg masi low or mid range,3,2025-10-30T06:00:51Z,positif
@IkadiKaimana,"Tp knp pake 17 promax si namain nya , ky gmn gitu.. pdhl bagus hp nya",0,2025-10-30T08:27:21Z,positif
@sitimaesaroh2438,Bagusan redmi k90 pro max bang,0,2025-10-29T23:42:11Z,positif
@angganarizal,camera belakang yang utama cakep bgt yah tapi pas pinda ke lwnsa UW kok bagusan iphone yah MP si xioami kan gede kan yah 50MP masak kalah sama 12 MP UW ny apple,0,2025-10-29T17:16:29Z,positif
@RinaldiMulya,Suara yg lbh bagus ketika menggunakan kamera depan,0,2025-10-30T06:34:15Z,positif
@edwardrusselldjemada8723,"Gw bukan gak seneng dengan produk xiaomi, tapi semua orang tahu iphone itu trend setter bukan follower. Dan biasanya yang lebih asli lebih disukai meskipun followernya punya sejuta kelebihan.",0,2025-10-30T02:57:14Z,positif
@LensaBerita58,emang keren xiaomi inovasi menarik hapenya jadi making kece,1,2025-10-30T13:11:49Z,positif
@dianrusdiana8943,"Oppo find x9 kapan d bahas nih bang David penasaran sama generasi yg sekarang 
Yg seru x8 aja udah bagus soalnya",0,2025-10-29T15:21:24Z,positif
@helmiyaiya,"Wow panas ternyata, mi fans tidak akan suka fakta ini",0,2025-10-30T05:44:53Z,positif
@febbyfv,"Keren nih, fiuhh",0,2025-10-30T04:37:08Z,positif
@rdlovandal,KEREN,0,2025-10-29T16:35:13Z,positif
@fitriahardianto8118,"Gimana ceritanya Xiaomi niiru iPhone ğŸ˜… apa david lupa dulu beberapa tahun yg lalu pernah review Xiaomi yg ultra ultra an belakangnya juga begitu , walaupun saat itu dikasih touchsreen kecil doang di sebelah kamera belakang nya itu tapi dpt kamera telephoto yg nge zoom super jauh..   belum lagi para POCO versi murah yg selalu pake desain jelek  macam gitu..",0,2025-10-30T21:33:24Z,negatif
@MeguGumi,"Aku punya asumsi lain tentang kenapa Xiaomi langsung loncat ke seri 17 
Menurut itu mlh bentuk kekecewaan Xiaomi terhadap Apple 
Dalam benak Xiaomi ingin mengatakan 
"" Lo itu kiblatnya gadget bnyk orang tertarik Ama produk lu Napa di seri 17 ini gak ada inovasi, cuma hanya mengubah body belakang, seperti saya ( Xiaomi) Lo ada sedikit inovasi ""
ğŸ˜ Jgn masukin hati ya fans Apple, ini cuma opini gueâœŒï¸",0,2025-10-29T17:49:32Z,negatif
@daily.rt7278,"tadi saya liat bang xinn buat sg pake xiaomi kaya ngeblur gitu ya gakaya iphone gtu, apa emng hape guanya yg jelek",0,2025-10-29T18:39:17Z,negatif
@hujanmeteor-z7g,Parah hypeOS 3 nya tidak di riview ğŸ˜‚,0,2025-10-30T11:52:33Z,negatif
@zeemrauzi,"Otw nabung buat 17 pro max nya Xiaomi, bagus parah",0,2025-10-30T02:49:36Z,negatif
@insaniroefliana1518,"saya Xiaomi Fanboy, tapi jujur saja menurut saya disain Xiaomi 17 Pro Max jelek banget bagian belakangnya, jauh lebih aesthetic iPhone 17 Pro Max",0,2025-10-30T06:28:06Z,negatif
@claseazul-x,"brand cina kalo gak niru nama dan konsep iphone ya gak idup mereka, kasian masih ikutin apple dan gabisa kalahin gengsi pamor apple, disuruh pake xiaomi 17 pro max ini? asli ogah, malu iya apalagi pas ditanya itu seri hape apa, fix malu parah jawabnya kaya lo make itel s25 ultra yg jiplak samsung s25 ultra, more than freaks",0,2025-10-30T01:39:26Z,negatif
@yutaadi,"Pengalaman pke Leica di Huawei P30Pro cm bagus 3th awal. Stlh itu entah Huawei nya atau kameranya yg aging, hasil foto nya jd jelek bget .Ky dipaksa buat ganti HP.  Jd trust issue sm longevity nya Leica. Bagus di awal doank, ga bisa keep up smpe 5-6thn ky Samsung Note 20 Ultra.",0,2025-10-30T10:17:04Z,negatif
@andr.266,"Ngeliat iPhone jadi jelek banget jirr design boring cuman pindah pindah letak bulatan kamera, apalagi over price (karena LITERALLY iPhone itu barang ilegal masuk ke Indonesia wajib bayar bea masuk agar legal, apalagi tidak ada unsur TKDN, kalau mau beli maksa banget harus via iBox, <kasihan Indonesia tidak punya Apple storeâ€”Kurang investasi ke Indonesia, Singapore aja punya sih...>) makanya over price, kalau harga pasaran Amerika ya sekitaran Hp setara Rp 15 jutaan di sanağŸ¤­",1,2025-10-29T16:24:32Z,negatif
@AsusRog-b3t,"Gue biasanya selalu upgrade Iphone, baru kali ini gue skip alasannya karenaa desain IP 17 PM jelek. Jadi tetap bertahan di 16 pro max aja. Nunggu nanti kalau desain IP 18 PM bagus, baru gue upgrade.",2,2025-10-29T18:31:43Z,negatif
@businesscorrie,"Pro max pada Xiaomi buka tiru iphone, Tetapi Xiaomi dengan sengaja nyindir Apple, Xiaomi juga mau kasi tau yang pro max itu harus Keren dan semaksima mungkin..bukan di skip kualitinya.. sekarang ramai yang meluahkan rasa tidak berpuas hati setelah beberapa hari beli iphone kerana kelemahan iphone 17 promax gak ada kualiti lagi dari segi material body nya..bukan saja mudah kemek malah mudah calar dan paling parah warna oren bisa nge pink setelah beberapa hari menggunakannya...jadi yang ingin beli hp ip17 pm..harus beli casing siap-siap kerana jika tidak pakai casing, kebarangkalian untuk kemek calar dan rosak amat tinggi kerana body nya aluminium yang sangat mudah kemek..",0,2025-10-29T20:17:45Z,negatif
@AyenaCreated,Chipset SDnya kayaknya jelek,0,2025-10-30T11:42:28Z,negatif
@yonirisqiyanto_,"Munculnya Iphone 17 Pro Max BenerÂ² Buat Aku Kecewa ğŸ˜‚ Soalnya Dari Dulu Aku Pengagum Produk Apple (walau belum pernah nyoba) ğŸ˜… Kayak Keren Gitu Inovasinya, Apalagi Iphone SE Gen 1 Behhhhhhh Keren Banget Sih Tu HpğŸ˜…",1,2025-10-30T02:37:13Z,negatif
@still_str8,bg gmna tanggpan lu yg di beri opini yg cukup buruk di fb dan membuat post tsb cukup viral,0,2025-10-29T15:19:31Z,negatif
@29robot,"Yang ku denger N.W.A, GEYAL GEYOL NAYKILAA BIASA AJA LIATNYAA.. Aku gak AMERIKA.. tiap hari HUSTL'A, Silop tuh cuman SAMPAH.. Loreng pun penuh DRAMA.. ROOTS HIFF HOFF SLAMANYA.",0,2025-10-30T09:30:46Z,negatif
@therenforeveryone,"Xiaomi Specialis Peniru Iphone
Itel Specialis Peniru Samsung

Yang Niru niru gini yang bikin brandnya Jelek dan Bikin Terlihat Murahan.",1,2025-10-29T21:59:28Z,negatif
@RayaSpaceU,25:15 klo menurut saya makah jelek kurang enak dilihat desainnya dengan menambahkan cermin kecil itu. Sudah ada tambahan layar kecil sebagai review foto kamera belakang,1,2025-10-30T04:37:24Z,negatif
@lambeturoh,"Sekuat dan secanggih apapun layar hp nya bg,tp klu di pakek warga +62 mu,pasti dipasangin anti gores lg,lebih parahnya, anti goresnya yg harga gocengan pula tuh,",0,2025-10-30T02:25:40Z,negatif
@ZeroEffort21,"Mau fanboy apple, samsung atau xiaomi sama2 gak jelas. Dapet apa sih kalian dari ngejelekin brand lain dan mendewakan brand yang kalian suka ğŸ˜‚",0,2025-10-29T19:24:28Z,negatif
@riyansyah7606,"Baru kali ini lihat review bang david 90% jeleknya ini hp 10% bagusnya ini hp, efek ke amerika kah, atau apa emang xiaomi 17 sejelek itu?",1,2025-10-29T16:12:34Z,negatif
@kunrishqee5021,"Mumpung ip lagi buruk ditahun ini,dihajar sama brand android",0,2025-10-30T06:03:44Z,negatif
@TauqeerAwan185,"Xiaomi emang gak pernah kehabisan ide ya, tiap tahun selalu ada inovasi yang bikin kaget ğŸ˜® nonton sambil buka ğ˜½ğ™€ğ™ˆğŸ°ğ˜¿ jadi makin seru!",0,2025-10-30T08:53:49Z,netral
@quenny21,Masih nunggu rekomendasi laptop 2025,0,2025-10-30T07:46:37Z,netral
@Monsieurgaming311,skip kalau panassss....,0,2025-10-30T08:47:15Z,netral
@Yuki_Shiro24,17:48 ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ inimah.. ini!!..ini!!..ini .... ğŸ˜‚ğŸ˜‚ğŸ˜‚,0,2025-10-29T19:19:05Z,netral
@fsupari2968,"Itu bukan niru,tp ngeledek ip 17ğŸ˜…ğŸ˜…ğŸ˜…",0,2025-10-30T10:56:06Z,netral
@ObbeFamily,Next find x9 pro bang..ğŸ˜Š,0,2025-10-30T00:28:46Z,netral
@JoSinatra-s6k,"Kalo aku pribadi ngluarin uang belasan juta buat beli hp xiomi syang bnget, dgn uang segitu aku mending beli samsung ato iphone, sekalipun xiomi lbih bgus spek nya",0,2025-10-30T12:41:28Z,netral
@yogadwipangestu1709,Xiaomi kasi inovasi hp masa depan dan fitur barunya pun sangat bergunağŸ‘,0,2025-10-30T05:22:54Z,netral
@tvshinobi409,Pertama kali pakai xiaomi dari 2017 sya pakai redmi note 5 sampai redmi not 12 di 2025 bahkan xiaomi redmi note 5 ku masih di pakai sama adik sya sampai sekarang ğŸ˜‚ . Bgtu handalnya xiaomi .,3,2025-10-30T21:15:39Z,netral
@dovapandu6691,penyakit throtlingnya xiaomi 12 yang mengganggu bakal turun ke xiaomi 17 series ini deh ,1,2025-10-30T10:41:07Z,netral
@nardhyabsurd,Xiaomi bikin iPhone berpikir keras untuk inovasi selanjutnyağŸ˜…,0,2025-10-29T15:14:39Z,netral
@alfafiveone1300,"Hei hei hei.... 17... 1+7=8, hoki cuy",0,2025-10-30T23:46:50Z,netral
@kevintmt3235,Woow,0,2025-10-30T12:39:05Z,netral
@neezy5598,Yang di tunggu,0,2025-10-29T15:01:03Z,netral
@miriokun2296,"awas bang di geruduk fans ip yg penuh inovasi,,haha

Transsion Holding sedang memantau,,haha",0,2025-10-30T02:24:05Z,netral
@rizkiarya5629,"Yg bikin hp ini viral , gara gara ada video yg bikin kamera belakang nya bisa buat main game retro, kalo kamera belakang ada layar juga udah ada dari jaman mi 11 ultra",0,2025-10-30T10:00:53Z,netral
@sugengmangkulangit,"Xiomi sama redmi beda nya apa ya serius nanya,,,, aku pake redmi note 10",0,2025-10-31T02:43:10Z,netral
@abdulfattahthea,"8:23 Mi 11 ultra juga udah kayak gitu,masa iya ngikutin appleğŸ˜‚",0,2025-10-30T06:15:25Z,netral
@ahmadaufa8457,"1:40 
16 angka sial kok bang,, apalagi 16%
maksudnya kan sial tuh, niat mau pergi tapi hp lowbat",0,2025-10-29T18:31:37Z,netral
@gedesiladarma6224,kemarin bahas xm 15T pro nunggu nunggu yg 15T reguler entah mau dibahas apa engga biar tau bedanya gimana aja ğŸ˜­ğŸ˜­,0,2025-10-29T17:09:47Z,netral
@ifulrozi808,Info Gcam bang ğŸ˜…,0,2025-10-30T00:00:02Z,netral
@kontenherex5112,Bang review oppo find x9 pro,0,2025-10-30T16:38:18Z,netral
@risyadfaizal7510,ğŸ‘ğŸ»,0,2025-10-29T21:21:40Z,netral
@endanghardi6857,Apakah di Negara chin@ ny@ pada make hp ini ga....,0,2025-10-29T17:01:27Z,netral
@agussuryana709,iTel 17 Pro Max ğŸ˜†,0,2025-10-29T15:50:47Z,netral
@mizanulhaq9098,Alhamdulillah masih pakai Xiaomi note 5,0,2025-10-31T03:16:10Z,netral
@AFRAAAnz,"ada hp gw tuh
(Poco x6 5g)",0,2025-10-30T12:20:14Z,netral
@lukmanulhakim8239,Ttep iphone sh kalo aku,0,2025-10-30T11:41:06Z,netral
@Artphylios,Kok gk pernah riview laptop lagi bang,0,2025-10-30T05:22:08Z,netral
@untungwahyudi1,Xial Quandrad ğŸ˜…,0,2025-10-30T23:23:48Z,netral
@ToRibaraYT,akhirnya ,2,2025-10-30T03:31:40Z,netral
@kikikekukuki8257,"kasihan banget deh penyepong buah2an, gara2 kemakan gengsi. mata dan hati pun tertutup dengan reality.",0,2025-10-30T17:46:18Z,netral
@tomymitsuki,"Ketika xiomi mulai nyenggol2  ip 
Mnggantikan huwaweiğŸ˜‚",0,2025-10-29T21:34:50Z,netral
@UminiUmini-e5d,Bang unboxing REDMI K90 PRO MAX,1,2025-10-30T14:52:47Z,netral
@mercont1,6:19 itu harusnya ada logo apel tp dihapus ğŸ˜‚ğŸ˜‚,0,2025-10-30T04:42:15Z,netral
@RhicyZero,"Xiaomi perlu berbenah, chipset naga tak akan bisa maximal, masih kesalip sama demansity",0,2025-10-29T14:59:08Z,netral
@AjiJokk,di riview dulu  kalau ok akan di rilis di indonesia nanti.....,0,2025-10-29T21:16:15Z,netral
@hendar870,Xiomi 11 Ultra lebih dulu bang,0,2025-10-31T00:49:34Z,netral
@RUANG_PODCAST00,moto g86 power terlupakan well,0,2025-10-30T14:35:59Z,netral
@harapansinar8687,"bang david, ditunggu barang2 anehnya... buat kaum rebahan.",0,2025-10-30T01:23:55Z,netral
@untungsantoso9189,"namanya aja NIRU, XIOMI  17 PRO MAX.. ekor",0,2025-10-30T03:54:57Z,netral
@nicolas24105,bang review Infinix note 50s dong ğŸ˜…,1,2025-10-31T02:11:15Z,netral
@arisdwipurnomo7243,Gue pake android dan iphone..tp untk thn ini iphone stay di 16pm yg upgrade androidny ke xiaomi 17,4,2025-10-30T01:05:11Z,netral
@jarotbayu6962,"Bang sekelas Reviewer gadget besar kayak lu masa cuma mampu minjem, giliran iphone lu beli giliran xiaomi lu modal minjem. Lu sangat ga respect sama mi fans Indonesia",1,2025-10-30T00:55:36Z,netral
@windielielie3241,"syukur udh ke beli kemarin, xiaomi pro max 16/512 varian ungu",1,2025-10-30T15:06:10Z,netral
@MikaSama-u5f,"Dulu pgn punya HP flip samsung, soalnya enak aja gitu kita bisa foto kamera belakang sambil liat di layar gimana bentukan kitanya tpi, kemudian mikir takut layar HP lipat yg kudu ekstra hati-hati. TibaÂ² tahun ini Xiaomi dengan gebrakannya muncul inovasi kek gini. Kyk jadi solusi bgt untuk menjawab permasalahan kuğŸ‰. 
Berharap bgttt xiaomi ini masuk Indonesia ğŸ™ğŸ¥²",20,2025-10-29T15:08:25Z,netral
@arber3094,"AKU CUMA NONTON AJA KOK..,...",0,2025-10-30T05:51:13Z,netral
@SundariNeweNewe,HP nya Ga cocok Kalo nonton film biru ğŸ˜‚,0,2025-10-30T15:58:12Z,netral
@deniprastiyo8146,"Dikonoha kan gak tau fitur fitur canggih,,yg penting produknya berlogo apel,,meskipun beli second udah merasa dia naik levelğŸ˜…",0,2025-10-30T07:52:06Z,netral
@denpurba6159,ipon mulai kehilangan ciri khasnya,0,2025-10-30T06:21:48Z,netral
